gene,ensembl_id,tissue_breadth,max_tpm,median_tpm_all
AC019118.4,ENSG00000226649,0,0.141158,0.0
AC019118.3,ENSG00000236760,0,0.288201,0.0
AC011995.3,ENSG00000228391,0,0.12631,0.0
AC018685.2,ENSG00000227364,0,0.0690823,0.0
AC018685.1,ENSG00000234929,0,0.513508,0.0
AC144450.2,ENSG00000203635,0,0.315939,0.0
AC141930.2,ENSG00000231482,0,0.250982,0.0
RNU2-70P,ENSG00000222650,0,0.247732,0.0
RP4-764D2.1,ENSG00000235371,0,0.089461,0.0
MRPS18BP1,ENSG00000226013,0,0.0,0.0
RNA5SP76,ENSG00000252086,0,0.0,0.0
RP11-95P13.2,ENSG00000238232,0,0.48175,0.0
RP11-135J2.3,ENSG00000223842,0,0.707779,0.13560450000000002
LINC01710,ENSG00000225561,0,0.250174,0.0
NXNP1,ENSG00000226693,0,0.0138455,0.0
C1ORF143,ENSG00000228208,0,0.330298,0.0
RP11-224O19.5,ENSG00000223375,0,0.0,0.0
RP11-224O19.4,ENSG00000229016,0,0.0,0.0
RNU1-141P,ENSG00000201493,0,0.0,0.0
RP11-152L7.1,ENSG00000230714,0,0.0,0.0
LINC00210,ENSG00000231814,0,0.242398,0.0
UBBP2,ENSG00000228247,0,0.474801,0.0
RP5-1111A8.3,ENSG00000229242,0,0.0,0.0
RP11-338C15.2,ENSG00000226036,0,0.123167,0.0
SNORD116,ENSG00000202498,0,0.0,0.0
VDAC1P10,ENSG00000232809,0,0.0,0.0
RP11-323K10.1,ENSG00000223869,0,0.0,0.0
GAPDHP24,ENSG00000185221,0,0.380579,0.0
UBE2V1P13,ENSG00000224584,0,0.0,0.0
ABHD17AP3,ENSG00000250536,0,0.630805,0.11294
KRT18P12,ENSG00000215819,0,0.0,0.0
RP11-365D23.4,ENSG00000213036,0,0.258687,0.0867575
RP11-53A1.3,ENSG00000283518,0,0.613864,0.0
LINC00538,ENSG00000281664,0,0.15935,0.0
RPL31P13,ENSG00000228646,0,0.0,0.0
RP11-348H3.8,ENSG00000282718,0,0.297483,0.0
RP11-348H3.5,ENSG00000236317,0,0.28579,0.0
MIR215,ENSG00000207590,0,0.0,0.0
MIR194-1,ENSG00000207624,0,0.0,0.0
MIR664A,ENSG00000281696,0,0.0,0.0
SNORA36B,ENSG00000222370,0,0.0,0.0
PHBP11,ENSG00000227621,0,0.322082,0.0
RNU6-1248P,ENSG00000212398,0,0.0,0.0
SNRPEP10,ENSG00000227002,0,0.0,0.0
RNU4-57P,ENSG00000251789,0,0.0,0.0
RP11-239E10.2,ENSG00000236846,0,0.12548,0.0
NDUFB1P2,ENSG00000234523,0,0.701675,0.0
RP11-378J18.6,ENSG00000229399,0,0.770349,0.2351875
RNU6-791P,ENSG00000222399,0,0.0,0.0
CICP13,ENSG00000234419,0,0.067346,0.0
RP11-358H9.1,ENSG00000226643,0,0.248634,0.0
QRSL1P2,ENSG00000227613,0,0.0,0.0
RP11-400N13.1,ENSG00000236230,0,0.454459,0.0
RP11-400N13.2,ENSG00000228437,0,0.0371313,0.0
RP11-815M8.1,ENSG00000238042,0,0.5086,0.0
RNU6-403P,ENSG00000200033,0,0.190299,0.0
RP11-103C3.2,ENSG00000227585,0,0.383029,0.0
RP11-103C3.1,ENSG00000232436,0,0.122908,0.0
C1ORF140,ENSG00000234754,0,0.861125,0.04130325
RP11-453O22.1,ENSG00000226211,0,0.118902,0.0
HDAC1P2,ENSG00000233012,0,0.365561,0.07463825
RN7SL464P,ENSG00000243872,0,0.0,0.0
PRELID3BP1,ENSG00000226226,0,0.20616,0.0
RP11-410C4.2,ENSG00000234863,0,0.0,0.0
RP11-410C4.1,ENSG00000235163,0,0.0,0.0
RP11-410C4.5,ENSG00000260505,0,0.0715842,0.0
RP11-302I18.3,ENSG00000226927,0,0.43073,0.0
RP11-302I18.1,ENSG00000232883,0,0.207769,0.045396900000000004
XRCC6P3,ENSG00000230318,0,0.0,0.0
RP11-568G11.5,ENSG00000270708,0,0.408874,0.0
RP11-338C15.3,ENSG00000237980,0,0.845901,0.132243
LINC01740,ENSG00000228067,0,0.951031,0.0
CICP5,ENSG00000233771,0,0.11593,0.0
RP4-681L3.2,ENSG00000227687,0,0.0,0.0
CD46P1,ENSG00000244703,0,0.206434,0.0
RP11-78B10.2,ENSG00000236911,0,0.143891,0.0
RP11-6J21.2,ENSG00000237074,0,0.0836826,0.0
C4BPAP2,ENSG00000232621,0,0.357904,0.0
RP11-164O23.5,ENSG00000226565,0,0.0,0.0
IL20,ENSG00000162891,0,0.940195,0.0
CH17-76K2.6,ENSG00000279946,0,0.118674,0.0
RP11-534L20.4,ENSG00000234981,0,0.921444,0.123219
MIR6769B,ENSG00000278465,0,0.0,0.0
RP11-421E17.4,ENSG00000229509,0,0.0,0.0
RP11-38J22.1,ENSG00000236889,0,0.0,0.0
RP11-38J22.2,ENSG00000225483,0,0.0,0.0
RPL23AP18,ENSG00000225338,0,0.581213,0.18232500000000001
RP11-6B6.3,ENSG00000236942,0,0.761401,0.2517865
RNU2-19P,ENSG00000253097,0,0.0,0.0
MIR135B,ENSG00000199059,0,0.0,0.0
RP11-383G10.3,ENSG00000213041,0,0.129014,0.0
RP11-383G10.1,ENSG00000236108,0,0.195711,0.0
RNA5SP75,ENSG00000252650,0,0.0,0.0
RNA5SP74,ENSG00000200408,0,0.0,0.0
LINC00628,ENSG00000280924,0,0.227548,0.0
RP11-203F10.6,ENSG00000219133,0,0.705669,0.260587
CBX1P3,ENSG00000237379,0,0.108754,0.0
HSPE1P6,ENSG00000232917,0,0.204669,0.0
KRT8P29,ENSG00000236430,0,0.29944,0.0210917
CDCA4P3,ENSG00000226289,0,0.0,0.0
RP11-2P2.1,ENSG00000226843,0,0.0,0.0
RP11-565N2.2,ENSG00000259815,0,0.363341,0.0
RP11-384C4.7,ENSG00000234915,0,0.0,0.0
RP11-384C4.6,ENSG00000230063,0,0.085295,0.0
RP11-15I11.2,ENSG00000229983,0,0.21432,0.0
RN7SKP98,ENSG00000252879,0,0.0,0.0
MIR3122,ENSG00000264358,0,0.0,0.0
RN7SL344P,ENSG00000241395,0,0.0,0.0
RP11-122M14.3,ENSG00000226868,0,0.650257,0.0
FDPSP8,ENSG00000224763,0,0.569236,0.0
LINC01693,ENSG00000227764,0,0.148695,0.0
RP11-354K1.2,ENSG00000228792,0,0.306617,0.0
RP11-359E8.5,ENSG00000261314,0,0.723872,0.0
ARPC3P2,ENSG00000238137,0,0.283453,0.0
SNX25P1,ENSG00000236809,0,0.90011,0.22735650000000002
RP11-543B16.2,ENSG00000226986,0,0.32722,0.1503425
RP11-543B16.1,ENSG00000234004,0,0.483859,0.150654
RP11-543B16.3,ENSG00000284376,0,0.344432,0.0
IPO8P1,ENSG00000224668,0,0.351161,0.0233625
RP5-879K22.1,ENSG00000270936,0,0.0,0.0
RNU5A-8P,ENSG00000200972,0,0.0,0.0
RP4-667H12.4,ENSG00000233455,0,0.145524,0.0
ST13P19,ENSG00000228110,0,0.670814,0.1413885
MIR4260,ENSG00000283876,0,0.0,0.0
MIR205,ENSG00000284485,0,0.0,0.0
ATP5G2P1,ENSG00000225712,0,0.0,0.0
RP11-385M4.2,ENSG00000228081,0,0.13653,0.0
RP5-1051D14.2,ENSG00000278684,0,0.0,0.0
RPS26P13,ENSG00000227887,0,0.156563,0.0
ACTBP11,ENSG00000188460,0,0.43468,0.0793203
RNU6-1319P,ENSG00000212157,0,0.0,0.0
RP5-940F7.2,ENSG00000237845,0,0.0918858,0.0
RNA5SP79,ENSG00000202063,0,0.0,0.0
RP5-862P8.3,ENSG00000251508,0,0.0,0.0
RP4-659I19.1,ENSG00000232175,0,0.578424,0.0
RNU1-74P,ENSG00000206835,0,0.728813,0.0
RNU6-1211P,ENSG00000238382,0,0.0,0.0
RN7SL299P,ENSG00000242794,0,0.0,0.0
RP11-284L19.1,ENSG00000224436,0,0.0,0.0
RP5-865N13.1,ENSG00000236372,0,0.0,0.0
RP5-865N13.2,ENSG00000235152,0,0.0,0.0
DISC1-IT1,ENSG00000226758,0,0.0992636,0.0
RNU5A-5P,ENSG00000222986,0,0.0,0.0
RNA5SP80,ENSG00000222407,0,0.0,0.0
RP5-1097F14.1,ENSG00000229595,0,0.0,0.0
RN7SL837P,ENSG00000240502,0,0.163235,0.0
RP5-858B6.1,ENSG00000225656,0,0.0698983,0.0
RP11-543E8.2,ENSG00000235817,0,0.279785,0.0
RNA5S16,ENSG00000202257,0,0.0,0.0
LINC01737,ENSG00000232964,0,0.125459,0.0
RP4-553F17.1,ENSG00000282564,0,0.775272,0.0
HMGB1P26,ENSG00000225984,0,0.0961187,0.0
RP11-108F13.2,ENSG00000213028,0,0.212745,0.03818515
RNA5SP78,ENSG00000201492,0,0.981786,0.22269899999999998
RNU4-21P,ENSG00000199672,0,0.0,0.0
RP5-1068B5.1,ENSG00000230331,0,0.0,0.0
RNU6-180P,ENSG00000252506,0,0.0,0.0
RP5-1061H20.3,ENSG00000240524,0,0.170714,0.0
TMEM78,ENSG00000177800,0,0.130451,0.0
RP5-1061H20.5,ENSG00000233920,0,0.137823,0.0
ISCA1P2,ENSG00000229840,0,0.0,0.0
RP5-1065P14.3,ENSG00000282111,0,0.0785844,0.0
RP4-799G3.1,ENSG00000271475,0,0.139856,0.0
RNU4-77P,ENSG00000252501,0,0.0,0.0
MIR4427,ENSG00000265744,0,0.0,0.0
RP11-301G21.1,ENSG00000225486,0,0.100821,0.0
RAC1P7,ENSG00000236101,0,0.0602359,0.0
RNU6-968P,ENSG00000206803,0,0.216811,0.0
MIR1537,ENSG00000222831,0,0.0,0.0
LYST-AS1,ENSG00000229463,0,0.527874,0.0665095
RP11-365D9.1,ENSG00000227236,0,0.0656291,0.0
RP11-293G6__B.8,ENSG00000270710,0,0.0253279,0.0
MTCO3P46,ENSG00000235761,0,0.0,0.0
MTND3P8,ENSG00000232714,0,0.0,0.0
MTND4LP21,ENSG00000231582,0,0.0,0.0
MTND4P10,ENSG00000226663,0,0.0,0.0
MTND5P19,ENSG00000231199,0,0.0,0.0
MTND6P14,ENSG00000235638,0,0.0,0.0
MTCYBP14,ENSG00000238236,0,0.0,0.0
RPS21P1,ENSG00000229795,0,0.749021,0.25665899999999997
RP11-382D8.5,ENSG00000230026,0,0.400391,0.0457107
RP11-382D8.3,ENSG00000227962,0,0.989598,0.26025
RPL23AP23,ENSG00000236863,0,0.111627,0.0
MIR4753,ENSG00000263439,0,0.0,0.0
SNORA14B,ENSG00000207181,0,0.766273,0.0
RP4-597N16.1,ENSG00000233018,0,0.213257,0.0
RN7SL668P,ENSG00000239690,0,0.110589,0.0
RNY4P16,ENSG00000201638,0,0.0,0.0
RP11-400F1.1,ENSG00000279261,0,0.0403378,0.0
RP4-781K5.7,ENSG00000282097,0,0.445784,0.0
RP4-781K5.5,ENSG00000241475,0,0.953453,0.0
RP4-781K5.9,ENSG00000272362,0,0.358718,0.0
RP5-827C21.1,ENSG00000235605,0,0.996146,0.26275
MIR4671,ENSG00000264377,0,0.0,0.0
RP4-799P18.5,ENSG00000232166,0,0.152018,0.0
RNA5S17,ENSG00000200370,0,0.0,0.0
RNA5S15,ENSG00000201925,0,0.0,0.0
RP11-504P24.5,ENSG00000229930,0,0.525783,0.0
RP11-396C23.3,ENSG00000270598,0,0.0,0.0
NUCKS1P1,ENSG00000232864,0,0.0544923,0.0
LINC01641,ENSG00000234277,0,0.910334,0.0
RP11-211A18.1,ENSG00000236636,0,0.110662,0.0
RP11-211A18.2,ENSG00000228729,0,0.119716,0.0
RP11-1B20.1,ENSG00000228625,0,0.330482,0.0
RP5-1087E8.2,ENSG00000228525,0,0.451841,0.0
RPS27P5,ENSG00000238183,0,0.0,0.0
ITPKB-AS1,ENSG00000228548,0,0.101583,0.0
CDKN2AIPNLP1,ENSG00000177770,0,0.0,0.0
RN7SKP165,ENSG00000223282,0,0.0,0.0
RP11-118H4.1,ENSG00000229965,0,0.138723,0.0
RP11-118H4.3,ENSG00000270287,0,0.0,0.0
RP11-125A15.3,ENSG00000275406,0,0.0239701,0.0
YBX1P9,ENSG00000236994,0,0.0,0.0
NDUFA3P3,ENSG00000213032,0,0.0,0.0
RNA5S14,ENSG00000201355,0,0.0,0.0
RP4-559A3.6,ENSG00000248322,0,0.26941,0.0
MIR6741,ENSG00000284519,0,0.0,0.0
RP11-145A3.4,ENSG00000234112,0,0.451567,0.0
RNU6-1304P,ENSG00000223306,0,0.0,0.0
RP11-145A3.2,ENSG00000226349,0,0.229628,0.0
RP11-3L21.2,ENSG00000229400,0,0.337247,0.0
RP11-100E13.3,ENSG00000234247,0,0.0,0.0
AKR1B1P1,ENSG00000229991,0,0.284587,0.0
MIR4742,ENSG00000266618,0,0.66289,0.0
RNU6-1008P,ENSG00000206887,0,0.0,0.0
RP11-365O16.5,ENSG00000229742,0,0.0,0.0
MIR320B2,ENSG00000221406,0,0.394195,0.0
RN7SKP49,ENSG00000252484,0,0.198345,0.0
BTF3P9,ENSG00000224834,0,0.224484,0.0
RP11-275O4.4,ENSG00000237193,0,0.0,0.0
FAM166AP5,ENSG00000278180,0,0.0,0.0
TUBB8P10,ENSG00000237469,0,0.0220877,0.0
RNA5S13,ENSG00000202526,0,0.0,0.0
RNA5S12,ENSG00000199270,0,0.0,0.0
RNA5S11,ENSG00000199334,0,0.0,0.0
RNA5S10,ENSG00000199910,0,0.0,0.0
RNA5S9,ENSG00000201321,0,0.0,0.0
RNA5S8,ENSG00000200343,0,0.0,0.0
RNA5S7,ENSG00000202521,0,0.0,0.0
RNA5S6,ENSG00000200624,0,0.0,0.0
RNA5S5,ENSG00000199396,0,0.0,0.0
RNA5S4,ENSG00000200381,0,0.0,0.0
RNA5S3,ENSG00000199337,0,0.0,0.0
RNA5S2,ENSG00000201588,0,0.0,0.0
RNA5S1,ENSG00000199352,0,0.0,0.0
RNA5SP162,ENSG00000251823,0,0.0,0.0
RNA5SP19,ENSG00000202056,0,0.0,0.0
BTNL10,ENSG00000215811,0,0.790875,0.0
RP5-915N17.11,ENSG00000279306,0,0.862325,0.1798645
HIST3H2BA,ENSG00000181201,0,0.852204,0.0
MIR4666A,ENSG00000266174,0,0.4797,0.0
RP11-520H14.1,ENSG00000227625,0,0.28334,0.0
RP5-881P19.7,ENSG00000276255,0,0.206658,0.05895805
SEPT14P17,ENSG00000274886,0,0.0,0.0
CICP26,ENSG00000233003,0,0.019642,0.0
MIR5008,ENSG00000264483,0,0.0,0.0
ZNF847P,ENSG00000215812,0,0.246562,0.0
RP4-566D2.1,ENSG00000225934,0,0.0,0.0
RNA5SP77,ENSG00000202264,0,0.0,0.0
FAM166AP4,ENSG00000227711,0,0.306949,0.0
TUBB8P9,ENSG00000235827,0,0.0345305,0.0
OR13Z2P,ENSG00000272443,0,0.225597,0.0
OR13Z1P,ENSG00000226653,0,0.280744,0.0
HSPD1P14,ENSG00000227000,0,0.0,0.0
RP4-789D17.4,ENSG00000271164,0,0.0,0.0
RP11-435D7.3,ENSG00000232335,0,0.717201,0.0
RP4-728D4.3,ENSG00000236274,0,0.0817644,0.0
ZMYM4-AS1,ENSG00000227409,0,0.128172,0.0
RN7SL503P,ENSG00000240374,0,0.0,0.0
EFCAB14P1,ENSG00000228348,0,0.165411,0.0
RPL12P45,ENSG00000233940,0,0.32761,0.0
RP1-34M23.5,ENSG00000255811,0,0.426882,0.0
MIR552,ENSG00000207941,0,0.0,0.0
RP4-657M3.2,ENSG00000270241,0,0.175778,0.0
RNA5SP42,ENSG00000201148,0,0.0,0.0
RP4-580O19.2,ENSG00000235907,0,0.657925,0.1153255
UBE2V2P4,ENSG00000231849,0,0.0,0.0
TLR12P,ENSG00000234512,0,0.0674278,0.0
A3GALT2,ENSG00000184389,0,0.972293,0.12392550000000001
RP4-803A2.1,ENSG00000217644,0,0.740678,0.08966595
RP5-1174N9.2,ENSG00000278966,0,0.576472,0.1880415
RP11-114B7.6,ENSG00000224409,0,0.882509,0.0
RN7SL122P,ENSG00000263529,0,0.0,0.0
LRRC37A12P,ENSG00000229259,0,0.659934,0.0
RP11-395N6.4,ENSG00000270850,0,0.227985,0.0
GAPDHP20,ENSG00000224333,0,0.851912,0.0
RN7SL131P,ENSG00000264592,0,0.0,0.0
RNU4-27P,ENSG00000222821,0,0.0,0.0
RP4-784A16.4,ENSG00000232762,0,0.520729,0.0
MIR3659,ENSG00000265596,0,0.0,0.0
RP1-118J21.24,ENSG00000229213,0,0.0,0.0
RNU7-121P,ENSG00000252413,0,0.0,0.0
RP1-144F13.4,ENSG00000225333,0,0.797166,0.0
RP1-144F13.3,ENSG00000225903,0,0.466183,0.0
HSPE1P8,ENSG00000217897,0,0.303245,0.0
RP11-420K8.1,ENSG00000226438,0,0.249137,0.0
RNA5SP44,ENSG00000222378,0,0.0,0.0
RNU6-608P,ENSG00000206654,0,0.0,0.0
EIF1P2,ENSG00000235549,0,0.0,0.0
RNU6-605P,ENSG00000199963,0,0.0,0.0
RP11-334L9.1,ENSG00000215895,0,0.318209,0.06181315
RNU6-753P,ENSG00000200796,0,0.0,0.0
RP11-329N22.2,ENSG00000275350,0,0.0,0.0
RP5-884C9.3,ENSG00000223589,0,0.231025,0.0
FTLP18,ENSG00000230214,0,0.0,0.0
RNU6-584P,ENSG00000222282,0,0.479368,0.0
RP11-109P14.8,ENSG00000235673,0,0.0528274,0.0
RP11-109P14.2,ENSG00000227416,0,0.305229,0.0
ACTN4P2,ENSG00000214141,0,0.318858,0.0
MIR5581,ENSG00000263675,0,0.0,0.0
MIR6732,ENSG00000283724,0,0.0,0.0
RPS29P6,ENSG00000230451,0,0.890087,0.0
RNA5SP43,ENSG00000252368,0,0.0,0.0
RNU6-636P,ENSG00000207328,0,0.0,0.0
MIR4255,ENSG00000264698,0,0.0,0.0
RP4-614N24.1,ENSG00000234481,0,0.761507,0.0
MIR5585,ENSG00000266203,0,0.0,0.0
RP11-277A4.4,ENSG00000203325,0,0.45758,0.1257575
RP4-534N18.2,ENSG00000228634,0,0.498064,0.18751299999999999
RNU6-424P,ENSG00000207095,0,0.0,0.0
RP4-669K10.8,ENSG00000279443,0,0.910624,0.19590200000000002
PRDX3P2,ENSG00000231468,0,0.456581,0.09432399999999999
RNU6ATAC27P,ENSG00000221216,0,0.45658,0.0
RP1-308E4.1,ENSG00000229820,0,0.191657,0.0
RP5-1092A3.5,ENSG00000271398,0,0.382063,0.0
RNU6-176P,ENSG00000253005,0,0.0,0.0
RP5-1053E7.3,ENSG00000214812,0,0.440353,0.0
RP5-1053E7.2,ENSG00000228943,0,0.0,0.0
RN7SL559P,ENSG00000240750,0,0.231202,0.0
RP11-460I13.2,ENSG00000227050,0,0.368813,0.0
SCARNA1,ENSG00000252947,0,0.310467,0.0
RNU6-1245P,ENSG00000223062,0,0.0,0.0
RPEP3,ENSG00000230833,0,0.0979512,0.0
CHMP1AP1,ENSG00000226662,0,0.0,0.0
RP11-84A19.2,ENSG00000203620,0,0.093001,0.0
RNU6-949P,ENSG00000206767,0,0.0,0.0
RP11-288L9.1,ENSG00000233975,0,0.437101,0.0
RP4-752I6.1,ENSG00000241169,0,0.123143,0.0
RP1-144C9.2,ENSG00000231207,0,0.108695,0.0
RNU6-48P,ENSG00000206888,0,0.960377,0.254853
SNRPEP7,ENSG00000225990,0,0.0,0.0
CHCHD3P3,ENSG00000214973,0,0.419375,0.0814444
RP11-40H20.5,ENSG00000229985,0,0.0,0.0
OSTCP2,ENSG00000225294,0,0.448448,0.0
RP11-344H11.5,ENSG00000224064,0,0.242767,0.0
RPL12P13,ENSG00000172746,0,0.205098,0.0647842
RN7SL165P,ENSG00000241188,0,0.208194,0.0
RP4-785J1.1,ENSG00000235069,0,0.0,0.0
SNORD99,ENSG00000221539,0,0.0,0.0
SNORA16A,ENSG00000274582,0,0.0,0.0
RNU11,ENSG00000274978,0,0.0,0.0
RP11-84A19.3,ENSG00000254545,0,0.0,0.0
MIR4254,ENSG00000266580,0,0.0,0.0
RNU6-40P,ENSG00000206981,0,0.0,0.0
RP11-439L8.2,ENSG00000215899,0,0.140739,0.0360978
RP11-266K22.2,ENSG00000229044,0,0.579015,0.0
RP11-490K7.1,ENSG00000225142,0,0.0,0.0
SELENOWP1,ENSG00000215900,0,0.0,0.0
RP11-201O14.2,ENSG00000232768,0,0.0,0.0
RP11-201O14.1,ENSG00000237329,0,0.08556,0.0
RN7SL371P,ENSG00000266210,0,0.70092,0.0
RP1-65J11.5,ENSG00000235143,0,0.610184,0.0
RN7SKP91,ENSG00000222784,0,0.0,0.0
RP5-1125N11.1,ENSG00000229607,0,0.0,0.0
MIR4420,ENSG00000264773,0,0.0,0.0
RP4-591L5.2,ENSG00000231949,0,0.103555,0.0
RP3-357I16.1,ENSG00000231251,0,0.0,0.0
RP5-893G23.1,ENSG00000233372,0,0.134203,0.0
LINC01648,ENSG00000233399,0,0.474519,0.0
RP11-179G8.1,ENSG00000270927,0,0.0,0.0
RP4-656G21.1,ENSG00000228176,0,0.480951,0.0
RP11-810H18.1,ENSG00000225011,0,0.0,0.0
LINC01756,ENSG00000230523,0,0.716859,0.0
RP11-242O24.3,ENSG00000225750,0,0.270617,0.0
RP4-604A21.1,ENSG00000225616,0,0.291091,0.0
RP1-212P9.3,ENSG00000233427,0,0.168761,0.0
RNU6-1237P,ENSG00000207508,0,0.0,0.0
AGBL4-IT1,ENSG00000225623,0,0.601405,0.0
MIR6500,ENSG00000275816,0,0.0,0.0
MIR4421,ENSG00000265538,0,0.0,0.0
MRPS6P2,ENSG00000237130,0,0.0,0.0
PHBP12,ENSG00000230585,0,0.858378,0.2433275
RNU6-1026P,ENSG00000207194,0,0.0,0.0
FCF1P6,ENSG00000225671,0,0.269194,0.0
HMGB1P45,ENSG00000229316,0,0.505781,0.0
RP11-183G22.1,ENSG00000234080,0,0.836477,0.23992750000000002
RP11-567C20.2,ENSG00000237337,0,0.430176,0.0
RP11-492I2.1,ENSG00000230828,0,0.0,0.0
MTND2P29,ENSG00000233595,0,0.0,0.0
RP11-93G23.2,ENSG00000279324,0,0.0302873,0.0
ZNF859P,ENSG00000215887,0,0.0853078,0.0
RP5-926E3.1,ENSG00000237478,0,0.189287,0.0
RP11-141A19.2,ENSG00000230114,0,0.453027,0.0
CYP4A27P,ENSG00000261593,0,0.0,0.0
RP11-141A19.1,ENSG00000229846,0,0.666805,0.0
RP11-329A14.2,ENSG00000232514,0,0.463588,0.0
RNU4-61P,ENSG00000223175,0,0.0,0.0
RP11-329A14.1,ENSG00000235105,0,0.342853,0.0752525
RNU6-723P,ENSG00000206700,0,0.0,0.0
RP5-1024N4.6,ENSG00000279096,0,0.195675,0.015524050000000001
CYP46A4P,ENSG00000237180,0,0.0402332,0.0
RP11-193P11.3,ENSG00000231413,0,0.0,0.0
ATP6V0E1P4,ENSG00000227883,0,0.0,0.0
RPL21P24,ENSG00000229554,0,0.0,0.0
RP4-666O22.3,ENSG00000271355,0,0.0,0.0
MTND1P34,ENSG00000225514,0,0.0,0.0
CYP4A22-AS1,ENSG00000225506,0,0.993543,0.103914
RP11-184J23.2,ENSG00000225154,0,0.315623,0.0
LINC01562,ENSG00000203356,0,0.483235,0.09590894999999999
RP11-296A18.6,ENSG00000236434,0,0.588443,0.1254995
RP11-275F13.3,ENSG00000232027,0,0.521514,0.22158899999999998
TUBBP10,ENSG00000226147,0,0.0,0.0
RP11-334A14.2,ENSG00000236360,0,0.0,0.0
RP4-631H13.5,ENSG00000237279,0,0.10297,0.0
MIR1273G,ENSG00000265815,0,0.0,0.0
MIR5095,ENSG00000266188,0,0.0,0.0
MIR1273F,ENSG00000264834,0,0.386108,0.0
RP4-631H13.4,ENSG00000231866,0,0.31552,0.0
RNU6-969P,ENSG00000206627,0,0.0,0.0
RNU2-30P,ENSG00000252018,0,0.0,0.0
RN7SL62P,ENSG00000239640,0,0.0,0.0
NDUFS5P3,ENSG00000233664,0,0.0,0.0
ANAPC10P1,ENSG00000213735,0,0.487151,0.02405175
DNAJC19P7,ENSG00000237663,0,0.0,0.0
RP4-800M22.4,ENSG00000236004,0,0.0,0.0
PDCL3P6,ENSG00000224255,0,0.168789,0.0
RP4-800M22.2,ENSG00000223429,0,0.129707,0.0
RN7SL788P,ENSG00000241745,0,0.0,0.0
RP11-91A18.4,ENSG00000223390,0,0.298051,0.0
RN7SL290P,ENSG00000264613,0,0.0,0.0
RP11-91A18.1,ENSG00000229032,0,0.0,0.0
RNA5SP48,ENSG00000200839,0,0.0,0.0
TSEN15P2,ENSG00000230604,0,0.417402,0.0
MIR761,ENSG00000283899,0,0.0,0.0
SLC25A6P3,ENSG00000232846,0,0.13643,0.0
GAPDHP51,ENSG00000236973,0,0.152603,0.0
RNU6-1281P,ENSG00000252032,0,0.0,0.0
RP11-253A20.1,ENSG00000238140,0,0.265331,0.1193775
RNU6-877P,ENSG00000206595,0,0.0,0.0
CYP4A44P,ENSG00000261290,0,0.0,0.0
CYP4A43P,ENSG00000261196,0,0.0,0.0
RP1-39G22.4,ENSG00000231296,0,0.270154,0.0
RP11-157D18.2,ENSG00000235002,0,0.236655,0.0
SHMT1P1,ENSG00000224751,0,0.0575556,0.0
MIR6079,ENSG00000283477,0,0.0,0.0
RP11-184I16.3,ENSG00000233674,0,0.0,0.0
SZT2-AS1,ENSG00000229372,0,0.0,0.0
RNA5SP46,ENSG00000199240,0,0.519832,0.0
RP3-393B19.1,ENSG00000277513,0,0.0,0.0
RNU6-880P,ENSG00000207256,0,0.0,0.0
ATP6V1E1P1,ENSG00000225099,0,0.358055,0.0716287
RP11-342M1.6,ENSG00000237090,0,0.240396,0.0
RP11-163G10.4,ENSG00000236180,0,0.375609,0.0
RNU6-536P,ENSG00000200254,0,0.0,0.0
RP11-163G10.2,ENSG00000230116,0,0.0303454,0.0
RP11-319C21.1,ENSG00000228776,0,0.0,0.0
CYP4A26P,ENSG00000259832,0,0.165719,0.0
RP11-486B10.3,ENSG00000230881,0,0.25745,0.0
RNA5SP45,ENSG00000252563,0,0.0,0.0
RP11-399E6.2,ENSG00000213987,0,0.423251,0.0
RPL23AP17,ENSG00000215893,0,0.115025,0.0
UBE2V1P8,ENSG00000233118,0,0.0,0.0
RP11-348A7.1,ENSG00000228940,0,0.0,0.0
RN7SL326P,ENSG00000264582,0,0.0,0.0
MIR30C1,ENSG00000207962,0,0.0,0.0
MIR30E,ENSG00000198974,0,0.0,0.0
GTF2F2P2,ENSG00000233910,0,0.167441,0.0
RP1-63P18.2,ENSG00000236505,0,0.0,0.0
RP11-656D10.5,ENSG00000227278,0,0.0,0.0
RP1-228H13.2,ENSG00000213172,0,0.101988,0.0
RP1-228H13.1,ENSG00000227311,0,0.515585,0.157831
RP5-1198O20.5,ENSG00000227163,0,0.344818,0.0
KRT8P47,ENSG00000271647,0,0.0,0.0
RN7SL479P,ENSG00000239560,0,0.0,0.0
KLF18,ENSG00000283039,0,0.222668,0.0
RP11-346M5.1,ENSG00000238145,0,0.136503,0.0
RP11-8J9.5,ENSG00000236476,0,0.0,0.0
NENFP1,ENSG00000233647,0,0.637472,0.06981090000000001
RP11-49P4.7,ENSG00000282881,0,0.910144,0.0
RP4-603I14.3,ENSG00000225779,0,0.176957,0.0
RP4-533D7.3,ENSG00000233114,0,0.0,0.0
TMA16P2,ENSG00000232467,0,0.251988,0.0
RP11-630I5.1,ENSG00000236111,0,0.194657,0.05979255
AL355480.4,ENSG00000281825,0,0.0,0.0
AL355480.2,ENSG00000281112,0,0.0,0.0
AL355480.1,ENSG00000280836,0,0.0,0.0
AL355480.3,ENSG00000281133,0,0.0,0.0
HMGB1P48,ENSG00000234379,0,0.0,0.0
RP11-291L19.1,ENSG00000236872,0,0.162169,0.0
OSTCP5,ENSG00000234315,0,0.0,0.0
